text,stars
"Tasteless food, if offered, usually you have to wake up the person behind the counter, dirty, and if you play video poker it will be in an hot airless room and do NOT expect free water or anything else.",1
"Not good.  Tasteless, over cooked chicken, and rice that was probably cooked a few hours ago.  The vegetables were steamed but not salted or seasoned at all.  Sticky tables and the place smells like a laundromat.  Maybe ok if you just need your belly filled, other than that I would stay away!",1
"Bad food! Bad service! Been there 3x and it's a strike!
They charge for hot sauce. I ordered their ice-cream mochi dessert one time and I swear it was out of the packages of a box that you can buy from T&T. Even found a wire in my tempura! Can't believe they still wanted to charge me for the dish!",1
"We ordered a salmon and tuna combo, a vegetable udon, and a few pieces of nigiri sushi. The service was minimal to the point of almost being bad. Our server (and the chefs) were too busy chit-chatting and watching TV. When the food was finally served - almost 20 minutes which seemed forever compared to our other usual sushi places - we were somewhat disappointed at the mediocre appearance and small portions. When we tasted the food, we decided that was first visit is likely our last. The other sushi places within 2-3 blocks away are far better in quality even if a bit more expensive.",1
Awful portions. Got 3 pieces of meat with my noodles. Food was dry tasted awful. Never going back.,1
"I have a wheat allergy and when my server asked me for my order I informed her of my allergy and asked her what was available. She told me that they do not use wheat in ANY of their dishes. I asked about the crab rangoon, the dumplings and the breaded chicken. NO WHEAT, do you want? she stated. I walked away without purchasing any food, and checked their website later and it states clearly that they offer no gluten free food. I was upset that they had no concern over their customers well being.",1
"That was the worst meals I've had in years. First, I ordered the caldo de pollo but I was told it would take 30 minutes so I got the caldo de camarones instead. That was overcooked shrimp with poop streaks in dirty dishwater and a shallow spoon. My friend ordered the beef stew and was told it would take an hour so he got the snapper soup instead and I was sickened at the sight and smell of it.",1
"While the food here is delicious and authentic, bad attitudes from the staff can be a complete turn off. Today we ordered 4 pupusas and 2 tamales to go and called at 11am, an hour after they've been open, and was told 15 min wait. We get there at 11:15am and they say they are working on it and we also went ahead and paid for the food. We asked around 11:25 how much longer and they said they were still working on it with attitudes and when they finally gave us our order, it wasnt until then that we got our change we were due which isn't right. We didn't walk out of there until 11:38am. I don't know if or when we will be back

10/14
DO NOT ORDER FROM THIS PLACE IF YOU DONT WANT TO WAIT 45 MINUTES FOR 4 PUPUSAS. I ORDERED 4 PUPUSAS TO GO AT 10:40AM TODAY AND I GOT THERE AT 11:20AM AND WAITED FIVE MORE MINUTES AND WALKED OUT. RIDICULOUS. I THOUGHT ORDERING AHEAD OF TIME THAT WHEN I HAD PLANNED TO BE NEAR THERE WOULD HELP. IT DIDNT.",1
"One of the WORST restaurants I've ever been. 
They took about 40 minutes to bring my food and the place was basically EMPY. How's that possible ? The food was terrible and cold. And the waitress took about 20 minutes JUST TO BRING ME MY CHANGE!! $5!!!
Absolutely Terrible",1
"Jun 30 
We came to have dinner  but  was very hot 
We tell the server she said , she let the owner know or manager know but still same we decide to take it Togo , i will not recomend this place at all, ... 
We wait to a lot  for them to take are order !",1
"what is this place?
a doctors office?
are we seriously drinking
in the waiting room 
of a doctors office?
no thanks.
next!",2
"Flavor is good and all but when I ordered a steak tip and they substitute a portion of it with chicken and I had to pay full price without them letting me know that during a long and tiring day... yeah that's a real bummer, not only that but I even watched the lady in front of me at the register kill a cockroach with her notepad, yeah..... not coming back anytime soon, it was nice while it lasted....",1
"A below average lunch location in the city of sin.  The food is of supermarket freezer section quality.  If you must have fast food due to time constraints, are in the area and are tired of the other options like McDonalds or KFC it is an alternative.  But not a pleasant one.",1
"So tbh I was working on a badge for yelp, and this one was a cheat. It was obvious that people were trolling the place, rating it $$$$ (über expensive) which got me the high roller badge.

But there was a price to pay.

The reviews said that this place served garbage. I thought this was yet another exagerration, just whiney, entitled, arrogant yuppies complaining about a location. Except, a lot of people were saying this.

Entering the shop I note it is clean, and it's obvious there's an identity crisis as there is a display with (fresh?) baked breads, and menu for a standard take out roast beef and seafood shop with some hispanic options as well. I was willing to give this place a shot, I have found many diamonds in the rough where others have walked by not noticing the treasure. Except this would be fools gold which I would find.

Lady working the shop (cashier/cook) was friendly enough. The shop was clean. A sign for A rated health inspection on the front window. What could go wrong?

A lot.

I ordered something simple and quick, which should have been delicious. The roast beef was horrible. It was grey and dry, cooked way past it's prime. I think this place is sooo not-busy, that they are saving the roasts for days at a time and continually reheat/slice, making this a culinary abortion of a classic North Shore delicacy. The onion roll was oviously old as it was dry and the crust was crumbling off.

Not to be wasteful, I did what I had been taught as a child and finished my meal. There was something not right, there was a tang to it and I'm sure it wasn't from the sauce and cheese I ordered for the sandwich.

Cut scene from me on my couch deciding if this is all a huge mistake, to me at work standing over the toilet... vomiting. Yes I had an upset stomach, started breaking out into a sweat, while my stomach did back flips.

I will usually give 2 stars  if food is bad but service is good. But this is really bad, like I felt sick after eating the food. This is not okay, and this restaurant should be avoided. This is not the people's choice.",1
"We went here at my sisters suggestion as it was great way back when (she moved out of the area over a decade ago). Apparently this place has seriously changed. New management or whatever.

The place was dead when we went in. It looked clean enough in the front, but couldnt see in back. The staff barely spoke a lick of english.

seeing as it was advertised as a roast beef place, i ordered a roast beef plate. through body language, rather than english, they communicated that they were out of roast beef. .. ok.. well i really wanted roast beef, so i just went across the street to House of Roast Beef to get mine, which was apparently a wise choice.

They ordered about 6 cheeseburger subs. just subs, nothing special. It took them well over a half an hour to make the subs. and it turned out that all 6 were utter garbage. made from frozen beef, tough, poorly cooked, poorly assembled, bad tasting. just gross. they also ordered jalapeno poppers, but, surprise, they were out of those too.

I don't even know how this place does any business. if you are looking for a sub in the area, do yourself a favor and just go across the street. you'll have a much better experience.",1
"The food is really hit or miss. Sometimes it is phenomenal and other times very bad.  This is why I've stopped going. The cheeseburgers are consistently awesome, though.",2
I was starving so thought I'd take the chance on this place. All I can say is I should have listened to my mom on the phone when she said I should leave BC there was a whole Spanish family in the back where the food was prepped and cooked literally I mean the grandma and like 3-4 kids under 12 one teenager so I got the food Nd took one bite and threw up,1
Low quality food at high prices. Really bad even by airport standards! OK If you only want a beer. In concourse B.,1
"You gotta really be starving between flights to like this fare. Crowded, blah food, and average service. What's to like?",2
"Possibly the worst buffalo wings I have ever had.  The beer is good though.  The menu said 8 large wings, I had the tiniest wings saturated with God awful buffalo sauce.  $8.95 so basically a little over a dollar a piece.  Nathan's hot dog across the hall would have been a better choice for me.",1
"DON'T EAT AT THE COACHES CORNER!!! I sat at this dirty dump for 15 min with servers walking around me never making eye contact once. I did everything i could to get their attention except snapping, yelling or all of the other rude things servers put up with. So, I wasn't able to try their...from what I read 'average' food.  Now I'm at Friday's with a very pleasant server and the food is already here.",1
"Had an hour layover in ATL and needed breakfast. This restaurant wasn't even a quarter full so we walked in and were seated and then forgotten. We sat there for about 10 minutes waiting on someone to come over when a couple was seated right next to us. As we sat there, we watched them get drinks, and have their order taken while we still hadn't been spoken to. All this while 5 employees stood on the wall talking....we got up and walked out. Someone missed out on a good tip...",1
"Look, I knew this was my only quick, cheap, non fast food option, so my expectations were low.  Service was quick.  I just played it safe, as you should at a cheap, off-brand bar, at an airport.  Although you CAN screw up nachos, it's safe.  These were not top-notch nachos by any means, but they did the trick.",2
Bleck!  For a fast food burger that costs $10.50 I hoped for decent quality meat.  But what they serve is that gross tasting filler stuff trying to pass itself off as beef that's all too common at fairs or your company picnic.,1
This place was busy so I figured it should be good..... That's what u get for assuming. The food came quick which is a huge plus! The fries were ok but the grilled chicken sandwich was tasteless and chewy. The waitress was so distracted she gave my credit card to another table and never even noticed!!! I wouldn't recommend this place but if you do stop in be sure to use cash!!,1
I sooo wanted to give this place 5 stars because the cheesy fries were uhmazeballs BUT turns out their food gave me food poisoning. Both my boyfriend and I ate from here and it made us sick from both ends. Plus they had a little girl just running around in the back where the kitchen is. Eat here at your own risk!,1
"Man I feel so bad giving this place a horrible review, because I actually DO enjoy their food. It isn't amazing but it is for sure tasty. I guess my review is more about the establishment itself.....and the ANTS.

My boyfriend and I ate at Charley's over the summer while I was on lunch break, and I had been craving a tasty, cheesey sub for awhile. And the food was, as usual, good, but there were ants EVERYWHERE. 

I didn't notice it at first, and ate almost my entire meal before I looked over [and i'm inside, mind you] and saw a line of ants crawling all over the walls and floor. There were thousands of them. It was the most disgusting thing I had ever seen. 

The place always seemed pretty dingey inside, and the workers are less than upstanding. I'm going to assume this is just a case of negligence and lack of people caring about the establishment. But it's sad. I can never ever ever eat there again.

Hope it doesn't go for all locations, and maybe it was a one-day thing. But if your place is dirty enough that ants have made a home there, then you're doing something wrong.",1
"If you like eating in giant protein-powder retail storefront, this is the place for you. Most menu items I've tried are pretty gross, but the Texicali Turkey sandwich is decent sans pickles. You don't get a lot of food for the money, and might be hungry a few hours later. Also, I'm not sure why you can't get a freshly brewed iced-tea if the goal here is being healthy. They have fountain Pepsi products and some sweetened bottled teas. I'd recommend it if you are tired of eating at Fresh City and want to be a little healthier than Quiznos.",2
"this is in the building I work. this place is like a giant george foreman grill. I got a chicken meatball ""burro"", thinking it would be something along the lines of say, a chicken burrito. it was tasty in the same way eating a can of spaghettios when you're really hungry is good.

but it wasn't! it was like a meatball sub, disgustingly processed chicken made into meatballs covered in nasty marinara sauce, enclosed in a flimsy tortilla with rice. there were no vegetables in the burro, it was just rice, sauce and disgusting chicken meatballs. and it cost me $6.50. 

i've only been here once, and i would only go again out of desperation.",1
"Never been in this place before, so I decided to stop by- No joke, this is the nastiest looking restaurant I've ever seen.

It's more like a pig trough for human beings. The floor hasn't been swept or even mopped in months. Evidently, they're paying off the health department. There is no possible way this business could ever pass any type of health inspection.

If you don't believe everything I've mentioned here, check it out for yourself. Wish I could give them zero stars. This place is nasty and they should be ashamed to call themselves a ""restaurant.""",1
"Probably should have checked Yelp before heading out.  Little hole in the wall just west of town, but definitely closed on Sunday at 2pm.  I guess they don't need the dinner business . .",1
"Food is ok, but the man who grill is rude and a bully to his coworker. Never go back there again because their food aren't  that great.",1
"She points to the cash only sign at the register,   no signage in the ordering area.... Bastards!

Who the heck doesn't take plastic...  Never again umi.",1
So I haven't been to the food court at the mall in a long long time.   Maybe I should've stayed away.  As I was walking around the standard is to hand you a sample on a toothpick from a lot of the Asian spots.  So I passed Umi.  There was a nice fresh hot piece of chicken on the end of the toothpick I continued my journey around the food court and decided I'll get Umi Chicken on rice.  Needless to say that one little leader piece of chicken tasted nothing like the plate of chicken I received. My chicken was dry no flavor totally opposite of the piece of chicken on the toothpick.  Well I think it'll be another long long long time before I enter a mall food court again there are so many other nice choices at the mall.  I am sorry I even spent my eight or nine dollars definitely not worth it.  My advice stay away!!,2
"I must say my experience here today has forever left a bad impression on me. I will not be coming here again for numerous reasons.

1. It took them 25 minutes to cook me an order of their chicken teriyaki plate. That's an absurd amount of time to cook it.. especially when it wasn't that busy and I was told it would only take a few minutes.

2. They put WAYYY to much sauce on it. The rice was drenched in the sauce and it took away the tastes of everything because it was so overpowering. I'm not even kidding when I say it was like eating soup instead of a rice plate.. that's how much sauce they put on it.

3. When they're cooking more than one serving, they cook numerous orders together. In my case.. four orders were being cooked simultaneously with all the meats and vegetables being mixed together for four separate orders. This does not work because all the orders were not portioned correctly.

So when he started to put the stir fry on the rice plates.. some got more meat than others. In my case, I got way less meat than I thought I would and I only found out after getting home. If I'm paying over 7 dollars for a plate of food.. I expect a lot more meat than what I was actually served. I would've been better off just ordering from the already prepared sections. That was the biggest issue I had with this instance.

I like the food, I really do but this experience really soured my views on this establishment and I won't be coming here again bc of it.",1
"So today I got a "" 2 meat and chicken rice"" ""2 meat"" is $6.89 + ""chicken rice"" $0.60 = $7.49 plus 6.25% ($0.47) Tax = $7.96 but on my receipt is says ($0.52) for tax and the total comes to $8.01. I don't know why it turn out like this but I'm this place and the one at Northshore Mall is making a fortune out of it. I can't believe it. I even gave them a $20 bill and they gave me back $11.99 instead of $12.........",1
Been there twice and both times they shut the grill down early for the only good thing they have Teriyaki Chicken. Oct 23rd 7:50pm when the mall closes at 9pm I was told no more Teriyaki chicken. When there was 2 orders of teriyaki chicken cooking on the grill as I stood there while they were cleaning. They didn't  seem to care they were losing my business when I walked away but that's the last time I go there.,1
"If I could give ZERO STARS, I would! man at grill is extremely rude and has very bad English communication skills. Food is gross. Chicken is all fat and the mixed veggies is all bean sprouts and if you are lucky, you might get 1 mushroom!
That was MY FIRST AND LAST TIME THERE! FOOD and SERVICE SUCK!!",1
"Here's the thing, Chronis': do you want to make money? Are you making good money right now? Or has your profit margin slowly declined? Have you blamed it on the economy?? Because, I love this bar and don't want to see it fail and honey! Its not the economy. Friday and Saturday nights; Birdie is the best thing. The bartender is always a peach! I love karaoke, and whoever that other lady is is fine with me! But my dear, sweet Chronis... you need young people to want to come to you bar and stay! My top four suggestions:
1. Stop kicking people out at 1:45pm. Stop cleaning up at 1. If you are open till 2:15, you are open till 2:15. I know the four of you want to go home. But this is the hospitality business... don't rush folks out the door. Get some staff willing to be and stay energetic until after the last guest leaves. They pay your bills! Why are you so annoyed?
2. The florecent lights. I know, I know they are cheap. They look cheap too. And you can see how absolutely filthy everything is. Get some lower lighting in the front area. Which reminds me... when is the last time someone really cleaned the grease trap? Get someone out to do it. Take out the carpet if you can. It will be worth the investment and allow you to compete with your neighboring bars.
3. Serve food. Willingly. Have a nighttime menu with something besides cold sandwiches. Better yet! Stay open after 2:15 to serve the crowds exiting the bars. No one else does; corner the market. And I know the guy in the flanel shirts is probably a sweet pea but why does he stand there and stare at customers all night? Home come he can have pizza right in front of me and I can't? Why the dirty looks? Forever with the suspicious looks! 

Best of luck!
-S",2
"Yikes!  I feel cheated into trying this bar out.  After seeing a good review and peeked curiosity, I popped in with a friend to give this place a try.

To be completely honest, I did not order anything only because the place had an absolutely awful smell.  It smelt like mildew and death. I know it's not fair to review without sampling first, but after waiting around for service and feeling nauseous, had to bail.

It may have been a bad smelly night for the business the night I was there, so you don't have to take my word for it, but enter at your own risk.",1
My husband and I walked in for just one drink before we went back across the river to Oregon. We sat at the bar for 25 minutes and were ignored completely and not acknowledged at all. I'm not sure if it's because we are not locals or whatever the reason. Not coming back here but lots of compliments to the bar Dublin Down around the corner with friendly bartenders and great service!!,1
This place was extremely understaffed could not handle a birthday party the bartender was rude she would not serve us the best thing about this bar is that they are next door to a great pub with great service called the Dublin Down,1
"I don't get it.  I've been here 3 times, all for dinner.  The food never quite does it and in some cases, has been awful.  The waitstaff (I've been on both weekday and weekend nights) is not attentive and it's hard to get a second glass of wine or a cocktail.

Last time I left, I swore I'd never go back.",1
"I think the food here is yummy and the wine selection is super.  The comfortable and cozy atmosphere are also fantastic experience.  But, alas, as much as it pains me, I must somberly give Cafe D only two stars.  While Cafe D is in every way poised for splendid greatness, the wretched, festering appendage that is the SERVICE at Cafe D holds back this fine restaurant from the glory that is so close within reach.  Seriously.  This is not some bitter rant after one night of bad service.  I have visited Cafe D and every time and it is always the same thing.  Slow, inattentive, detached and lazy service.  I don't need to go into detail here, it's your pretty standard stuff.  Wait ten minutes to first see the server, never see them again after the food comes, never get offered a second drink let alone a water refill, etc.  Suffice to say, it's the basic stuff.  Still, I always come back, hoping it will be better.  I've forgiven you Cafe D.  I've told myself that it's not your fault.  Whenever I walk by I hear you gently saying, ""Come on baby, it'll never happen again, I promise.""  But no, it never changes.  Ever.  Service is all important and it is part of the reason that people go out to eat.  Service can absolutely kill and otherwise great place.  And Cafe D, it's killing you...ever so slowly...one customer at a time...",2
Tried soups there couple of times - not tasty. They tend to put ingredients that are not prescribed by general recipe.,2
"Atmosphere: terrific

Service: fine, save for the fact that our waitress barely spoke to us, and didn't mention the specials (we overheard them being told to another table, AFTER we'd ordered). 

Food: Below average. Everything was bland, bland, bland. We had a shrimp & toasted ravioli appetizer, it was so blah. No taste whatsoever, and the shrimp were not fresh. Caesar salad was also tasteless. The dressing had nothing to it. Entrees were a swordfish steak that was overcooked, and potato gnocchi in a marinara sauce w/ baby shrimp. The swordfish came w/ mashed potatoes and sauteed vegetables, all of which were less than acceptable. The gnocchi was overcooked and gummy, and the ""baby shrimp"" were straight out of a can. 

The prices here are astronomical, for what you get. We left here, and headed straight for Legal's, next door, for some steamers, as neither of us could finish our meals. We may only go back for the piano bar, but will not be back for dinner. We've learned our lesson on this one.",1
"HATED IT.

I'm a HUGE, HUGE, HUGE Sinatra fan.

He, would NOT approve.

The place is nicely decorated, but the cold and snooty service and completely underwhelming food left us ashamed to be here.

Our waiter was virtually non-existent, and we're talking maybe 2 other couples in the entire place.  

There was some kind of ""special"" corner seating arrangement, where we would have LIKED to be - since the place was dead - but no, they sat us smack dab in the middle of the place.  It was awkward.  Like being in a fishbowl.  Music was too quiet - which I NEVER say - but here I WANT to hear Frank and Dean in the background.

I think the owner and his best pal were chatting at the bar instead of, dare I say, WORK.  

I hated it here and I am NEVER going back.",1
"My first two outings to the Rat Pack were great, but I had not been for 3 years or more. The food was always great. The service was attentive. And the ambiance was really cool.

But my recent experience just last week was really sub par on all counts. 

It was Valentines day and we had a 9pm reservation. We arrived at 8:40 and the place was very quite with lots of open tables (not a good sign, the word may be out). The hostess seems perplexed that we arrived so early (""Gee, is it 9pm already?"") and then went on to say ""hmm, I'll see if I can seat you soon."".

You mean at 1 of the 6 open tables perhaps? :)

The waitress was pleasant but we heard her apologize to a few tables for something. For us, she brought the wrong bottle of wine.
But the service was fine. I'm not that picky.

But the food is the real story. My wife and I agreed that it was really bad. Almost tasteless.

I had the scallops lobster ravioli. They tasted about the same...nothing there.

My wife had the chicken and thought it was pub quality.

Too bad. There are not many options for good food in metro-west and now there is one less if you ask me. For us, we do not get out enough to waste a night out on the Rat Pack again. We won't be back.",2
THIS RESTAURANT HAS CLOSED.  It is now the site of the Bollywood Grill.,1
"If I could give this place less than 1 star I would.  I went here because I'm a new Quincy resident looking for a great breakfast spot  and this is definitely not it.  First of all, when my boyfriend and I arrived we were not acknowledged let alone greeted (by the way he 6'5 so pretty hard to miss).  Another customer told us that we could seat ourselves after 5 minutes of standing bewilderment - so we did.  I had to then ask the guy behind me after 10 minutes of additional bewilderment if I also had to get my own menu because another couple facing the same issues we were got their own menus and no one had greeted them either.  They left after a few more minutes of being ignored and we should have too.  
 
Finally, our server comes and is really sweet but not good at all.  Our food was average and the scones sucked.  The Irish bread was OK but my boyfriend enjoyed the bangers a lot.  

However, the bangers are not good enough to get us back at Mannion's ever again.  Don't waste your time or money at this place.  

Since then we opted to stick w/what we know like McKenna's in Savin Hill - where the foods phenomenal and the service is always worth the wait - but don't forget to write your name in the book when you walk in.",1
"This location often has terrible customer service. For some reason they like putting the most unfriendly people at the window, who blame you when THEY mess your order up. The district manager of this location is also no help and likes to push things under the rug. There have been a few nice employees, but overall, I wouldn't recommend this location. I literally work 1 minute from this location and have felt the need to go way out of my way to another location, just to avoid some of this location.",1
"I go here nearly every morning. Recently I get a double shot of espresso.  This morning  I get  charged 5.09 for that and a chocolate dip donut.  When I ask how much the double shot espresso was the girl tells me 4.05 .  I said no it's 2.05, she tells me the price must have gone up.  Are you sure? she doesn't answer. After a moment of awkwardness I'm like so that's it? Yeah. A Starbucks doppio (double shot ) is 1.95. I told her that's fine I won't be buying anymore.  This was on 1-12-15 I have had this girl wait on me she has no customer service skills I would hate for her to represent my company.",2
"I was craving the 2 for $5 Bacon/Egg/Cheese biscuit deal after work. Upon ordering, however, the drive thru employee said that they couldn't complete my order because they were 'all out of eggs.' That blows my mind, and it was incredibly disappointing to say the least. To make matters worse, the employee asked if I would like the biscuits just with bacon and cheese, but didn't offer to lower the price. That was ridiculous. Also there is a Kroger across the street, so run over and grab some eggs for goodness sakes!! I drove away unsatisfied and ended up going up the street to get bagels instead.",1
"Terrible location. I've gone a couple times more than an hour and a half before close(which they say is 4pm) and they're all out of everything and can never make any drinks because they're ""cleaning the espresso machine.""  They're also very rude about it and sound annoyed they have to do anything. I'd understand if it was a half hour or less before close but c'mon. An hour and a half to two hours before close they should still have the machines working.",1
Very touresty.  Located in heart of Fanueil Hall.  Food is not very good.,2
"Well, if you've read any of my reviews you already know that i LOATHE faneuil hall.  What do I hate about it?  Oh, how about hte tourists, the cheesey bars, the lousy restaurants, the lack there of cabs at opportune moments...  adding insult to injury?  Sam's Cafe.  It's like a zit on top of a zit.  The fact that we're still talking/exploiting an 80's sitcom like it was still cool in this town is rediculous.  I really hope the only people in here are from Nebraska and are addicted to Nick at Night and really need closure on the fact that Sam Malone isn't real.

But back to basics: Cheesey theme, expensive crappy beers, lame touristy clientel in a crappy location.  Yeah, I don't like it at all!",1
"nooooorrrrrrm!!  if you were here, this place would be a lot better.  definitely touristy, but i wanted to grab a quick drink after work on a hot summer day and sit outdoors.  so, after fighting through the crowds, i ended up here.

the best part of sam's cafe was that you got to keep the cheesy beer mug/drink glasses if you went for the ""big"" drinks.  i made a bet with my notoriously shy companion - the glass would be a prize to be bestowed upon the 20th person wearing madras shorts.  there was a $5 incentive and we did, in fact, make a family here visiting (dad was wearing his madras shorts) both amused and happy.  what does this have to do with the cafe?  nothing.  hence the one star.

the appetizer plate (we got the ""carla"" size) was overpriced, as most things are here.

we were finally driven away by the live entertainment.  i know that's a tough job.  i know.  i stayed through the absolute butchering of ""one"" and ""brown eyed girl"", through the endless country songs, but when i heard ""at first i was afraid, i was petrified . . . "" it was time for the check, pronto.",1
"I'm not quite sure how we ended up here, except that we decided when we saw this while walking around the waterfront that it would be ""cool"" to eat at the Cheers replica. I use that term loosely because neither of us has ever seen Cheers, and it's never really very cool go to a cheesy tourist trap, but hey, whatever.

Thankfully the prices weren't as bad as we were expecting, and the selection of beer was good. Make sure to stay away from the souvenir glasses and gift shop, and save your money. Our server was nice in that kinda cheesy tourist attraction way, but our food was really bad. My burger tasted like cardboard!

If you really want to drink a beer in a place that looks like Cheers, go for it, but don't order the food!",2
"We stopped in here because they were still serving food at 11pm. I knew this is an overpriced tourist trap, but hey, after drinking all day you need to eat! The burger I got was ok...nothing to write home about. My buddy ordered lemon drop shots which were OK. He didn't realize the price until we got the bill and they shots were $8 each! hopefully I will never have to come back here again. Need to find a good late night eats spot in the area!",2
"Cheers is tourism at it's WORST. Yeah, come here once because hell, Cheers was a GREAT sitcom, but don't come here twice because there's nothing fabulous about this place.

It's packed with tourists on a daily basis, so it's definitely not the place where everybody knows your name. The service is good, the food is what you expect (not bad but not memorable either). It's fun for about ten minutes with all the kitchy-ness but after that you just wish you had picked a different restaurant.

With all that Boston has to offer, save yourself the trip, take a picture of the ACTUAL Cheers over on Beacon St. and dine at one of the much, much better restaurants in the area.",1
"I ended up here because we went out with a friend who had on his white Reebok's and we couldn't get into any decent bars, and we were thirsty.  This place is a tourist trap, but tourists pour in a lot of money to the city and state, and we've all been tourists in other cities, so cut them some slack.  I would never go out of my way to spend time drinking and eating here, but it's not a bad spot for one or two quick beers while your friend is looking for a pair of shoes so you can get into a real bar.",2
"""their food can be pretty excellent (as long as you go with heavy stuff like biscuits and gravy, or something hollandaise), but their straight up eggs, pancakes, etc, are just super-blah.  the corned beef hash was squarely middle of the road--i've had much better and much worse, but it's not worth travelling for or skipping the saucier options.

oh yeah.  ""fresh squeezed"" juice comes from a commercially produced jug.  don't buy the hype.

and the service is super-blah to go with it.  except for the hollandaise sauce, i can do way better in my kitchen, and i can do it faster.  which says something, because i am a damn slow cook.""",2
"Hmmm. A lot of food - and nothing really under 7$. Kind of annoying. You have to eat big here and spend the monies. And its not really anything spectacular. Plus, the juice is overpriced.",2
"This place is an over-glorified Denny's.  The options are somewhat better, but that's negated by the fact that the food is brought out lukewarm.  Seriously, I thought it was a one-time thing, but every time I've been to Biscuits my food is cold.

I say if you want a plate of hash and eggs, go for it.  The rest of the food is pretty bland.  Plus, you have to wait a long time for this mediocre food.

The service was fine and therefore will prevent me from only giving it one star.  I never plan on coming to this place again.",2
"The restaurant has only been open two weeks, They still have lots to work out. The waiter  was not very friendly,and didnt no what she was doing. It took us 30 minutes to get are food, when a table came in after us they got there food before us,I think she must of noticed I was not happy,  she came over and told us there was aback up in the kitchen are food would come out shortly.
When it did come out my daughters order was wrong PLUS when she started eating the cheese burger they had kept the paper on the cheese.
I asked to speak to the manger, when he did come over,he told me it was ok that the paper was not from the meat but from the cheese.I didnt understand that,and told him it didnt matter what it was from it should not have been in the meal.He said I could have free dessert.
That wasnt even an option as the waiter didnt even ask about desserts and just gave me the bill.
I will not go back again,I had the fish and chips It looked more like a kids meal.",1
"This newly opened restaurant in West Linn (how many more restaurants can this small town support?) was okay. The waiter said they just opened this week and as of last night they were out of several items. I guess that means they either had a good first few days or they need to figure out their ordering better.

I had high hopes for this restaurant and pub who's catch phrase is 'Comfort Food with a Gourmet Twist'. Sure, they offered lots of traditional fare like Mac & Cheese, Corned Beef, and Fish & Chips...but it's all tweaked just a bit to offer a more updated touch. They also offer a few new things like Eskimo Candy (Salmon marinated in soy and maple. Bits of love with a peppery kick) and Maui Memories (white rice topped with 2 eggs, grilled SPAM and a hamburger patty smothered in brown gravy).

It looks like they are open for breakfast at 10:00 (WTF?) on Saturdays and Sundays only and the breakfast menu looks great....from build-your-own omelets to biscuits & gravy to chicken fried steak and eggs Benedict.

The atmosphere was nice. I can see it being a great local place to pop in for a drink and quiet conversation. However, the food was just so-so. I had the Shepherd's Pie. It came out about 5 minutes after the remainder of my party was brought their food. It was hot but Shepherd's Pie normally comes out with mashed potatoes and cheese on top and is all kind of baked together. Their version tasted more like mashed potatoes on top of Dintey Moore stew. The base itself wasn't rich tasting at all and the potatoes and cheese were just plopped on top. I think a short trip under the Salamander would have made a tiny bit of difference to the look but wouldn't have improved the flavor.

Maybe once they get settled in things will improve but for now, I wouldn't go back here any time soon.",2
"Very average food -- definitely over priced for the poor quality.  Steak was ""uneventful"" and overcooked.  Undercooked vegetables and tasteless mashed potatoes.  Good service.  Desert was very good too but overall a disappointing dining experience.  With all the great restaurants in Boston, I wouldn't bother going back or recommending this to anyone.",1
"I have never been so disappointed in a restaurant before in my life!  I was in Boston on business and my colleagues and I were recommend BlackFin.  The experience was a disaster from the start.  

When they brought out our red wine, the waitress spilled it all over my colleague, me and the table.  They quickly moved us to another table and we tried not to let our sopping business attire get us down.  But then, we got our appetizer.  I have never tasted fried calamari this bad.  It was like chewing on rubber bands.  Then I had the lobster bisque.  I have had lobster bisque many times.  It is a rich and creamy lobster flavored soup.  What they gave me was a broth based soup with a bunch of veggies in it and a biscuit on top.  It has a slight lobster flavor, but I was sure they had made a mistake when bringing me my order --- nope, I was assured that this was in fact the lobster bisque. Maybe that is how it is done in Boston? 

All our entrees were OK --- I got sashimi.  It is pretty hard to mess up sliced pieces of raw fish!  Dessert was OK, my green tea tiramisu was bad but my coworkers chocolate cake was very decedent.  

You would think after the wine incident we would have great service trying to make up for the accident, but I felt very ignored.  Overall it was a terrible experience I was upset that my first and only night in Boston we had such a bad meal!",1
"Why did Tony change get rid of Ambrosia? It was incredible.

So now we're stuck with this wanna-be steak and seafood house. It isn't really anything special like Ambrosia was but of course the prices are still high. This place really lacks the creativity and originality you expect from Tony Ambrose.

Decent appetizers - clams casino, tuna tartare and mushroom risotto. 

Then we had to wait 50 minutes for our entrees because the kitchen couldn't keep up with the party of 12 next to us. Of course my filet mignon at market price was $33 and it was BAD. Over cooked (well done), stringy and for some reason it was butterflied when I asked for it medium. My sister's fish was overcooked and dry.

Of course the waiter apologized and said the mushroom risotto was on the house. YAY! What a slap in the face. I've treated better at Chili's and The Cheesecake Factory.

Tony, what's going on???",2
Very disappointing experience.  Wish I had read more reviews before I wasted my money and time.  The place was empty and we should have left ..... but we gave it a try.  Average steak -- below avergare service -- absolutely nothing special except the outrageous bill for such mediocre food and service!,1
